#{"t_start": 1772323697.021269, "env_id": "None"}
r,l,t,termination_reason
-196.431341,199,30.741174,collision
-200.256143,177,31.245731,collision
-203.846686,174,31.559055,collision
-226.763634,191,32.101012,collision
-228.521098,182,32.485379,collision
-241.750604,180,32.789074,collision
-212.23497,178,33.254701,collision
-216.97406,172,33.58083,collision
-208.045093,192,34.048279,collision
-210.76239,182,34.564979,collision
-255.395174,220,35.026451,collision
-220.264178,194,35.38962,collision
-200.002851,175,35.947577,collision
-213.767726,191,36.258829,collision
-223.325055,188,36.855136,collision
-226.647901,202,37.20335,collision
-206.394581,187,37.541377,collision
-193.552429,188,38.109471,collision
-209.440036,191,38.416594,collision
-203.962596,200,38.740449,collision
-207.915493,198,39.251667,collision
-217.303488,164,39.508348,collision
-227.646555,220,40.031633,collision
-236.305467,116,40.218026,collision
-228.35437,91,40.359464,collision
-237.915511,139,40.583014,collision
-235.404931,142,40.978626,collision
-236.445379,133,41.189175,collision
-242.29204,151,41.459525,collision
-238.421442,148,41.705355,collision
-235.7345,88,42.024277,collision
-237.773543,122,42.221988,collision
-260.553029,189,42.534209,collision
-236.222927,151,42.777498,collision
-245.139682,170,43.217075,collision
-238.007267,149,43.45085,collision
-230.615559,148,43.693685,collision
-235.10975,136,44.077343,collision
-237.916353,181,44.384963,collision
-231.993098,155,44.646723,collision
-238.313359,161,45.073862,collision
-225.132457,174,45.344435,collision
-212.780244,128,45.551286,collision
-254.339475,174,45.998558,collision
-212.495304,170,46.266911,collision
-206.642781,114,46.44993,collision
-240.835598,182,46.73963,collision
-203.201172,155,47.142533,collision
-225.038753,167,47.408841,collision
-219.395162,162,47.666235,collision
-233.770454,176,48.106891,collision
-203.206915,110,48.283167,collision
-188.40993,161,48.538498,collision
-213.670346,157,48.967438,collision
-207.344422,120,49.161677,collision
-224.352656,139,49.39455,collision
-223.737249,181,49.701977,collision
-205.787391,167,50.136462,collision
-222.288554,127,50.371503,collision
-217.01481,180,50.746053,collision
-220.98854,166,51.21498,collision
-192.611712,152,51.459388,collision
-187.389042,169,51.731243,collision
-200.812503,163,52.165065,collision
-197.807766,144,52.395934,collision
-200.540792,165,52.662138,collision
-195.924503,156,53.082826,collision
-196.108321,135,53.298322,collision
-185.206304,139,53.519754,collision
-194.902165,153,53.795032,collision
-169.216927,137,54.190445,collision
-205.505666,159,54.444863,collision
-200.418859,151,54.703672,collision
-197.069959,156,55.126121,collision
-199.486768,155,55.376793,collision
-196.658663,160,55.635351,collision
-204.934388,149,55.874149,collision
-190.040842,149,56.277471,collision
-175.338443,137,56.492186,collision
-181.82391,143,56.720907,collision
-195.869307,146,57.137735,collision
-194.130945,155,57.411532,collision
-191.4964,151,57.658235,collision
-194.777314,102,57.843289,collision
-185.07208,147,58.245337,collision
-184.888736,148,58.48052,collision
-191.107651,153,58.723667,collision
-184.398669,139,59.106405,collision
-190.64107,106,59.271416,collision
-179.492136,151,59.508916,collision
-178.251463,158,59.763189,collision
-179.680971,139,60.151448,collision
-181.767118,152,60.3894,collision
-182.957857,149,60.629062,collision
-186.618878,153,60.871541,collision
-175.238742,141,61.256404,collision
-177.580698,142,61.481689,collision
-174.566483,133,61.698759,collision
-173.58373,134,62.080272,collision
-179.414577,162,62.332906,collision
-174.111006,133,62.547473,collision
-168.432433,137,62.766641,collision
-175.264189,142,63.156073,collision
-176.00345,143,63.383606,collision
-172.559545,139,63.60365,collision
-175.626232,131,63.816255,collision
-175.401963,148,64.216103,collision
-172.17091,145,64.443737,collision
236.928217,132,64.656459,success
-168.913434,136,65.038413,collision
228.97893,136,65.247518,success
-184.556145,157,65.495376,collision
235.943615,135,65.707912,success
-176.903951,132,66.089998,collision
-171.441379,147,66.320916,collision
235.706166,141,66.542095,success
233.262731,135,66.753195,success
234.437294,130,67.140933,success
236.370138,133,67.352045,success
-162.580078,130,67.562056,collision
-169.250809,126,67.939766,collision
237.191439,134,68.147519,success
239.864293,126,68.353948,success
243.863073,126,68.567547,success
-209.646672,51,68.647687,collision
240.509654,125,69.043607,success
-163.336974,125,69.307787,collision
235.50086,130,69.513453,success
244.162903,119,69.701141,success
245.309015,119,70.060457,success
239.681001,125,70.25422,success
236.440889,130,70.454646,success
-164.341932,130,70.663697,collision
243.882626,121,71.018919,success
237.075032,122,71.209214,success
242.356874,120,71.394278,success
243.154067,119,71.580165,success
241.102469,120,71.76538,success
240.219506,121,72.159459,success
-160.969077,125,72.363596,collision
-164.871616,132,72.57712,collision
243.179791,116,72.785789,success
242.350739,118,73.141732,success
243.159108,122,73.346461,success
-161.395635,123,73.552883,collision
242.253566,121,73.75259,success
239.82359,122,74.122862,success
237.367412,123,74.319108,success
243.654419,116,74.509441,success
242.927333,117,74.697681,success
242.388477,118,75.05569,success
246.525096,119,75.25206,success
239.185529,121,75.444174,success
-195.413598,59,75.535641,collision
241.110734,118,75.725793,success
244.704014,121,76.078547,success
246.753335,112,76.258605,success
-193.067762,72,76.375645,collision
245.113371,113,76.550698,success
250.556285,109,76.731637,success
239.085785,124,77.101122,success
-159.956725,125,77.307578,collision
247.608099,114,77.501933,success
243.41541,113,77.696527,success
242.135066,119,78.052102,success
251.12179,104,78.217747,success
247.17479,111,78.418464,success
241.967944,116,78.611779,success
249.387089,105,78.783989,success
245.713281,115,79.156229,success
246.095766,108,79.336508,success
249.20927,111,79.513623,success
244.313532,112,79.709915,success
247.296878,106,80.057979,success
249.774633,107,80.230685,success
248.617474,105,80.459215,success
242.324989,113,80.649204,success
248.633435,109,80.825058,success
-160.028177,118,81.199143,collision
244.601128,110,81.389855,success
246.768136,107,81.567026,success
246.25866,105,81.734319,success
249.30381,104,81.908686,success
248.210214,110,82.260043,success
245.567453,103,82.422508,success
246.647875,107,82.589263,success
251.789948,104,82.760501,success
249.040671,105,82.933872,success
245.157371,109,83.290594,success
250.370143,101,83.450837,success
249.2835,104,83.620154,success
246.224516,105,83.79006,success
246.942848,108,83.965017,success
250.505763,104,84.345517,success
248.477151,103,84.508003,success
250.948982,105,84.684684,success
248.274638,107,84.887583,success
-194.605601,61,84.986188,collision
250.476473,105,85.318492,success
253.063531,102,85.484864,success
252.389361,97,85.644492,success
248.696816,103,85.811188,success
253.872541,101,85.975184,success
246.809755,106,86.321617,success
253.351241,94,86.475356,success
249.400684,106,86.649062,success
251.190759,95,86.798797,success
254.570284,96,86.953391,success
251.111205,101,87.283377,success
252.444482,97,87.435834,success
250.081176,99,87.600401,success
254.360081,93,87.751212,success
251.208595,95,87.90472,success
255.634345,94,88.220536,success
250.566776,95,88.366523,success
254.237252,96,88.518424,success
253.483307,100,88.68059,success
253.622541,94,88.853088,success
252.89185,98,89.032595,success
256.53211,93,89.367195,success
257.198318,92,89.511372,success
250.773542,96,89.661415,success
252.978045,97,89.846239,success
255.02382,96,90.003709,success
253.646153,95,90.32649,success
254.166144,95,90.476727,success
251.234295,96,90.632555,success
249.920136,96,90.785652,success
254.822156,90,90.932239,success
254.758625,94,91.079205,success
255.466991,93,91.394529,success
254.024248,89,91.538767,success
255.078035,91,91.6829,success
255.687427,87,91.819875,success
254.893406,89,91.965295,success
253.788082,92,92.30371,success
259.584934,88,92.461212,success
251.557901,96,92.624895,success
252.748598,91,92.772252,success
253.457644,91,92.911574,success
256.796357,92,93.058619,success
256.51124,88,93.379467,success
251.980263,92,93.520066,success
254.889604,90,93.660977,success
255.667415,84,93.798532,success
256.642532,93,93.944973,success
256.186736,88,94.085788,success
250.379635,94,94.410879,success
260.946081,86,94.560854,success
256.367538,90,94.705437,success
253.283321,88,94.855186,success
253.323348,88,95.009539,success
258.844898,89,95.313377,success
257.300806,87,95.453582,success
257.872688,88,95.598326,success
263.13171,84,95.728921,success
259.807236,89,95.870264,success
257.154871,87,96.011597,success
254.87122,87,96.328835,success
260.722424,88,96.467556,success
259.16912,85,96.605735,success
254.603349,92,96.753097,success
252.955558,87,96.894237,success
258.170351,85,97.031076,success
255.29791,85,97.332973,success
258.854507,85,97.467142,success
258.42673,84,97.601522,success
257.334334,86,97.740713,success
257.691956,86,97.88177,success
257.43137,89,98.026619,success
255.304923,87,98.329055,success
258.072956,84,98.463197,success
258.4455,82,98.596392,success
258.502911,85,98.74494,success
257.714807,88,98.888837,success
259.283915,85,99.025964,success
260.965935,86,99.342434,success
256.985905,87,99.480776,success
260.521579,82,99.633879,success
260.696172,83,99.770807,success
258.957672,81,99.900408,success
256.937964,84,100.037079,success
256.612641,85,100.348904,success
257.817014,83,100.484887,success
257.692005,84,100.622613,success
257.186394,81,100.751753,success
261.360889,81,100.889872,success
258.913591,81,101.016855,success
258.257427,83,101.320064,success
258.698148,82,101.452368,success
259.009802,84,101.587372,success
261.398829,80,101.715264,success
261.257341,81,101.843079,success
257.844324,81,101.975776,success
259.787771,84,102.119294,success
261.18783,80,102.421431,success
262.459614,79,102.545712,success
258.224917,79,102.670532,success
260.912644,80,102.800204,success
256.283144,78,102.921821,success
260.342074,80,103.052819,success
259.117386,83,103.35146,success
261.603467,79,103.480116,success
265.473894,79,103.606356,success
261.399249,80,103.734037,success
260.845126,78,103.857985,success
257.374699,80,103.983238,success
260.800818,79,104.114551,success
261.990522,82,104.406499,success
260.507659,81,104.533886,success
260.822455,78,104.657455,success
262.00272,77,104.781623,success
259.687575,78,104.908804,success
259.994821,78,105.036002,success
262.975312,80,105.326287,success
262.248804,78,105.44857,success
258.314722,79,105.571651,success
258.203706,80,105.70106,success
259.8688,81,105.831043,success
262.345371,80,105.958758,success
259.889163,79,106.246547,success
260.346606,81,106.371718,success
260.996564,79,106.503071,success
261.920354,79,106.632102,success
265.069269,77,106.755359,success
262.103667,78,106.879367,success
262.106457,76,107.001757,success
261.458108,79,107.292548,success
260.362995,78,107.413546,success
263.61952,77,107.539092,success
259.681701,79,107.664638,success
261.298321,79,107.791967,success
262.046346,78,107.915867,success
261.90129,81,108.043102,success
263.422526,75,108.32684,success
259.457059,78,108.449013,success
261.191385,80,108.578785,success
260.746692,79,108.723909,success
257.97882,77,108.846358,success
260.322492,76,108.965515,success
263.993725,75,109.251923,success
260.758964,76,109.372588,success
261.804898,77,109.49283,success
263.400755,79,109.618839,success
261.470927,77,109.740708,success
261.121597,76,109.861605,success
264.706611,77,109.984993,success
261.63726,75,110.265811,success
260.867657,73,110.436895,success
264.513841,73,110.56414,success
260.683086,79,110.691267,success
262.569051,76,110.813912,success
260.499147,77,110.939596,success
261.361751,75,111.057436,success
258.383848,79,111.35645,success
264.294835,76,111.477694,success
259.762892,73,111.596948,success
266.87254,74,111.715935,success
261.386676,77,111.836406,success
261.228052,75,111.957583,success
261.806751,75,112.246689,success
262.783792,75,112.364017,success
264.978006,76,112.486551,success
262.994633,75,112.606689,success
264.856843,73,112.722569,success
264.457037,73,112.838441,success
259.722232,76,112.960257,success
261.94339,74,113.244111,success
-140.709113,79,113.369105,collision
261.507828,72,113.487134,success
261.82151,73,113.602156,success
262.591198,75,113.722995,success
260.772649,74,113.842242,success
261.654335,71,113.953885,success
262.905766,74,114.239211,success
264.18483,75,114.358512,success
264.597793,74,114.475043,success
261.784268,73,114.591491,success
261.745485,76,114.713462,success
264.053956,74,114.832324,success
263.113889,74,114.951085,success
264.669517,78,115.237416,success
261.784303,72,115.350477,success
264.549283,72,115.460827,success
264.309132,72,115.577775,success
266.287077,73,115.69437,success
262.324708,71,115.806382,success
263.626352,73,115.921622,success
266.584834,72,116.208239,success
264.593184,72,116.322634,success
265.515576,72,116.439058,success
267.679668,72,116.558391,success
261.81067,70,116.669021,success
265.797952,72,116.782298,success
266.617708,72,116.893591,success
265.063106,71,117.177638,success
264.980902,71,117.295829,success
262.66699,71,117.409902,success
268.605655,70,117.521497,success
262.713383,70,117.633377,success
261.851641,72,117.7474,success
266.7048,74,117.869649,success
263.37633,71,118.144561,success
262.894462,72,118.258627,success
266.587398,72,118.374883,success
264.305402,71,118.483648,success
264.97237,70,118.593582,success
264.117208,70,118.708272,success
263.838591,69,118.819531,success
266.162605,72,118.935218,success
262.322257,71,119.21934,success
264.813195,71,119.33312,success
264.460735,73,119.448399,success
265.151529,71,119.563315,success
267.295655,68,119.673232,success
266.816051,71,119.78699,success
266.85936,68,119.896754,success
263.106372,71,120.180423,success
266.467558,69,120.293422,success
263.027335,69,120.407059,success
265.063626,71,120.524775,success
265.611606,70,120.63533,success
268.526183,70,120.744903,success
268.048519,69,120.852728,success
264.521445,70,121.131388,success
264.74187,66,121.234808,success
264.681043,69,121.347217,success
263.385763,69,121.459631,success
264.934206,68,121.568709,success
263.421959,70,121.683565,success
265.889161,69,121.791734,success
263.760789,68,121.900735,success
262.779607,68,122.182094,success
265.655777,67,122.288836,success
264.742014,68,122.398044,success
265.964228,69,122.508349,success
265.081662,68,122.618055,success
266.805273,69,122.726251,success
266.436274,69,122.840072,success
267.272148,68,123.1124,success
267.873493,67,123.219523,success
266.80695,68,123.3282,success
264.452949,68,123.434149,success
267.076752,65,123.540879,success
268.067943,68,123.648387,success
268.627523,68,123.759336,success
265.20425,68,123.867211,success
269.441319,66,124.140698,success
267.792249,66,124.244953,success
265.885711,66,124.348429,success
269.68838,68,124.458524,success
269.756641,66,124.56819,success
267.68664,67,124.673204,success
265.763965,68,124.785054,success
263.456806,67,125.059186,success
266.419409,67,125.167818,success
266.69628,66,125.275927,success
268.558503,67,125.384313,success
269.666518,67,125.490758,success
268.301662,67,125.59991,success
265.988874,66,125.707148,success
269.083772,68,125.815476,success
268.854517,66,126.092864,success
267.249719,66,126.199627,success
267.888799,66,126.307451,success
264.954224,67,126.416637,success
267.198927,66,126.524806,success
265.8503,66,126.632047,success
266.72206,67,126.736474,success
267.77068,67,126.843412,success
265.804847,66,127.119053,success
264.368805,66,127.223122,success
267.19834,65,127.327471,success
270.172095,64,127.432948,success
269.554574,65,127.536424,success
266.813746,65,127.635743,success
266.198128,67,127.747139,success
265.725324,67,127.854255,success
265.88786,65,128.125424,success
267.298595,67,128.234472,success
269.052534,66,128.340888,success
269.247833,65,128.443417,success
266.449487,65,128.55129,success
269.023634,65,128.651803,success
270.375289,65,128.754507,success
267.041549,66,129.023436,success
266.918512,65,129.128466,success
264.559608,63,129.225011,success
266.496858,65,129.329307,success
267.37153,65,129.432808,success
268.793441,62,129.529996,success
268.361636,64,129.632323,success
269.635773,65,129.735466,success
268.002923,63,130.004256,success
270.364106,64,130.106048,success
269.520338,64,130.205605,success
268.727837,64,130.309852,success
268.302537,64,130.413679,success
269.087502,64,130.517132,success
267.016212,64,130.619467,success
269.971352,64,130.722588,success
264.984987,64,130.990277,success
267.786126,65,131.094411,success
266.926203,63,131.196488,success
270.901862,65,131.30269,success
266.225669,64,131.404718,success
268.983013,63,131.509442,success
271.41968,62,131.612654,success
269.589504,63,131.713783,success
270.104683,63,131.816409,success
270.393344,63,132.090463,success
271.148425,63,132.189191,success
270.44104,64,132.291439,success
271.212756,62,132.392458,success
267.627897,63,132.489718,success
269.958008,63,132.586754,success
271.186198,64,132.689436,success
268.381006,63,132.793419,success
265.757367,62,133.057973,success
270.92212,63,133.162206,success
269.302847,62,133.25693,success
268.57622,63,133.35647,success
269.35203,62,133.455587,success
272.004125,62,133.555574,success
272.015301,63,133.654823,success
265.299983,64,133.752916,success
269.340469,61,134.016433,success
269.812749,61,134.114715,success
269.740229,63,134.216117,success
268.704778,62,134.314922,success
271.213597,62,134.415098,success
271.817923,62,134.513016,success
271.132873,62,134.614844,success
268.668863,62,134.715606,success
270.264707,62,134.980763,success
270.968746,61,135.075627,success
269.218083,61,135.174227,success
270.969223,61,135.271175,success
268.507121,63,135.374593,success
267.591673,62,135.49564,success
271.929325,61,135.592422,success
268.20803,60,135.690211,success
271.286095,62,135.953323,success
270.226594,61,136.051682,success
272.184283,61,136.147628,success
268.379921,60,136.240047,success
270.362847,62,136.339475,success
269.538491,62,136.43477,success
269.27351,61,136.531335,success
270.437692,61,136.629983,success
269.225227,62,136.731813,success
268.258338,61,136.997424,success
269.18298,61,137.096488,success
272.330197,61,137.194963,success
269.225778,62,137.295862,success
269.605143,61,137.393309,success
273.25112,60,137.491444,success
270.769955,61,137.592558,success
271.886085,61,137.68996,success
272.749497,60,137.94974,success
272.491101,61,138.046513,success
273.52691,60,138.14126,success
272.773648,60,138.236634,success
274.281347,60,138.332898,success
273.686295,60,138.427285,success
271.519815,61,138.522217,success
274.785955,60,138.61911,success
271.615096,60,138.715973,success
273.066392,60,138.979411,success
270.90663,60,139.076345,success
273.338926,60,139.176395,success
272.92527,60,139.270965,success
271.780141,62,139.372126,success
270.454142,60,139.469491,success
271.969282,61,139.571805,success
271.804135,60,139.663604,success
271.581798,60,139.925827,success
274.008408,61,140.019628,success
271.018319,59,140.113049,success
274.87465,60,140.212794,success
271.706348,60,140.313236,success
270.950282,59,140.468415,success
271.932907,60,140.572231,success
271.367661,59,140.66709,success
273.352037,60,140.763963,success
274.747703,60,141.029297,success
271.977283,60,141.128776,success
275.613264,59,141.223949,success
275.409071,60,141.321818,success
272.912684,59,141.41784,success
272.905224,59,141.514517,success
272.331705,59,141.612066,success
276.283805,60,141.708756,success
272.615199,60,141.968074,success
275.822849,59,142.059628,success
272.59511,59,142.15631,success
273.656527,59,142.25207,success
273.566848,59,142.346995,success
275.162914,61,142.447782,success
274.507977,60,142.54323,success
274.630428,60,142.639443,success
274.657274,60,142.739379,success
274.407434,58,143.001788,success
273.977978,60,143.096461,success
274.550818,59,143.194184,success
275.935331,59,143.289684,success
276.484036,59,143.38457,success
274.421009,59,143.480079,success
272.317995,59,143.574429,success
274.172354,59,143.670032,success
274.103699,58,143.765756,success
275.264105,58,144.025835,success
276.139758,59,144.121321,success
274.619303,59,144.215521,success
276.236017,59,144.308187,success
274.946429,58,144.4001,success
273.390824,58,144.494157,success
275.347666,58,144.586392,success
274.719841,59,144.681775,success
276.767548,59,144.939508,success
276.185595,58,145.034897,success
276.380476,58,145.127006,success
277.005154,58,145.218108,success
275.214259,58,145.309549,success
278.281258,58,145.404542,success
277.767656,59,145.501271,success
275.792416,58,145.594487,success
278.932872,58,145.685988,success
275.87967,59,145.945521,success
276.677834,58,146.038405,success
276.698255,57,146.127304,success
277.839135,58,146.217259,success
277.905585,57,146.306979,success
276.967998,58,146.396831,success
278.170291,59,146.49272,success
277.071022,58,146.589871,success
276.725171,58,146.683946,success
276.365688,57,146.941819,success
278.988961,57,147.036361,success
276.290098,57,147.128502,success
277.947212,57,147.218716,success
276.328885,57,147.310817,success
275.413003,56,147.399977,success
276.700284,57,147.489135,success
279.632157,57,147.579693,success
277.745355,57,147.672534,success
279.187476,57,147.933648,success
278.478074,57,148.023612,success
277.153872,57,148.118809,success
279.0506,57,148.210519,success
276.173841,56,148.299224,success
278.42106,57,148.394404,success
278.473266,57,148.486569,success
278.76598,56,148.575891,success
279.969929,57,148.671462,success
279.597846,57,148.93035,success
278.792894,57,149.023187,success
279.193617,57,149.117635,success
279.768702,56,149.207173,success
276.73443,56,149.294939,success
281.121768,57,149.390372,success
279.639803,57,149.480983,success
278.752881,57,149.568866,success
279.977665,57,149.665953,success
277.807061,57,149.943409,success
281.150936,56,150.036494,success
278.686433,56,150.12769,success
278.666032,56,150.217397,success
280.011004,56,150.31026,success
280.448924,56,150.403505,success
278.900275,56,150.502012,success
279.38941,57,150.599092,success
280.058223,56,150.690439,success
279.169729,56,150.954196,success
281.282721,56,151.049473,success
281.328881,56,151.138627,success
278.528616,56,151.235301,success
280.524499,56,151.325756,success
278.321374,56,151.416752,success
280.083952,56,151.509656,success
280.639785,56,151.603194,success
279.864122,56,151.694455,success
279.386628,56,151.959502,success
282.276104,56,152.053372,success
278.953119,56,152.146469,success
281.136655,56,152.237492,success
282.114874,56,152.330869,success
279.382869,55,152.418739,success
280.069012,55,152.5113,success
279.845781,55,152.603861,success
279.00341,55,152.693444,success
279.711496,55,152.785007,success
279.001926,56,153.045868,success
281.889078,56,153.140293,success
281.407436,56,153.236661,success
281.847152,56,153.331296,success
279.198192,55,153.420545,success
280.236915,56,153.508284,success
279.379195,55,153.600159,success
281.482829,56,153.691875,success
279.588344,56,153.784049,success
281.483324,56,154.04167,success
279.693097,55,154.129524,success
278.884121,55,154.216659,success
281.256684,56,154.305826,success
282.234776,55,154.396261,success
282.537256,56,154.487036,success
280.700671,54,154.576107,success
280.475131,56,154.665586,success
282.261373,56,154.757454,success
280.779361,55,155.015008,success
281.470049,55,155.100934,success
279.49176,55,155.186241,success
281.129572,55,155.275654,success
279.193353,55,155.363731,success
281.610628,55,155.450566,success
281.276978,55,155.538351,success
282.634672,55,155.651064,success
280.22008,55,155.739117,success
281.105732,55,155.995646,success
280.879619,55,156.084044,success
283.14084,55,156.169262,success
281.945583,55,156.254853,success
281.057098,55,156.344823,success
280.92284,55,156.432949,success
281.553482,55,156.524136,success
283.034524,55,156.615411,success
281.354682,55,156.70516,success
280.312433,54,156.792827,success
279.869857,55,157.045458,success
281.370162,55,157.134264,success
281.54701,55,157.223395,success
279.291782,54,157.310825,success
282.192666,55,157.395367,success
281.041703,54,157.480984,success
279.927423,54,157.56839,success
281.596365,55,157.655721,success
281.06118,55,157.745706,success
282.450507,55,158.004853,success
282.389366,55,158.091188,success
281.275914,54,158.17552,success
283.17352,55,158.263255,success
280.508251,54,158.346743,success
279.673546,54,158.433017,success
282.737259,55,158.524553,success
282.866095,55,158.614008,success
279.579526,54,158.701245,success
280.938616,54,158.954687,success
282.232588,54,159.043246,success
281.880582,55,159.130296,success
282.599543,55,159.221238,success
282.213915,55,159.309961,success
281.82841,55,159.397242,success
282.881084,55,159.486009,success
281.63113,54,159.57196,success
282.037018,54,159.658827,success
282.126889,54,159.74597,success
280.343343,54,160.00157,success
282.427741,54,160.089356,success
281.025393,54,160.176329,success
280.409929,54,160.264265,success
282.21624,54,160.350523,success
281.706146,54,160.438175,success
282.693152,54,160.52658,success
281.623918,54,160.613428,success
283.913192,54,160.701969,success
281.4553,54,160.961126,success
281.568519,54,161.046843,success
282.58477,54,161.135117,success
281.481102,54,161.221896,success
281.070251,54,161.307103,success
283.714792,54,161.395443,success
281.268594,54,161.481168,success
283.138442,54,161.566962,success
281.75579,54,161.649993,success
282.275124,54,161.732951,success
282.238014,54,161.987039,success
282.154199,54,162.071878,success
282.054677,53,162.156967,success
283.258323,54,162.242897,success
282.578541,54,162.327878,success
283.355141,54,162.41408,success
282.046573,54,162.502194,success
280.66305,53,162.586378,success
283.677233,54,162.674775,success
283.567454,54,162.929657,success
282.342288,53,163.018103,success
281.666902,53,163.103517,success
282.408134,53,163.187994,success
281.247865,53,163.272923,success
283.438373,54,163.369375,success
281.142228,53,163.466491,success
282.631894,53,163.561975,success
282.947772,54,163.666299,success
282.663172,54,163.763034,success
283.394946,54,164.035592,success
284.68315,54,164.144351,success
281.920435,53,164.231601,success
282.278133,53,164.321879,success
281.996943,53,164.408307,success
282.347021,53,164.495273,success
283.547169,54,164.585394,success
282.69324,54,164.67612,success
282.02353,53,164.759324,success
282.201187,53,165.019845,success
283.023953,53,165.112812,success
283.0085,53,165.259733,success
282.010065,53,165.356496,success
282.317916,53,165.443149,success
282.693891,54,165.529692,success
281.946792,53,165.621566,success
282.448973,53,165.711944,success
282.790537,53,165.829026,success
281.267168,53,165.95016,success
282.997468,53,166.219851,success
283.551558,54,166.312375,success
282.772795,53,166.406193,success
282.490078,53,166.498029,success
281.786088,53,166.583849,success
282.968157,53,166.673017,success
282.113023,53,166.784856,success
282.569546,53,166.918548,success
