#{"t_start": 1772323697.052565, "env_id": "None"}
r,l,t,termination_reason
-180.390127,138,64.26932,collision
230.001339,137,64.484004,success
-177.114209,151,64.728273,collision
-175.93398,146,65.122527,collision
-173.877637,131,65.326075,collision
-167.073079,128,65.529011,collision
-167.138737,134,65.738883,collision
235.511593,133,66.122724,success
239.536876,128,66.323666,success
-168.13268,145,66.550818,collision
240.610866,127,66.92783,success
-169.77601,142,67.15601,collision
237.866066,128,67.356245,success
237.117524,128,67.565593,success
-163.772359,124,67.941177,collision
238.754689,123,68.130758,success
239.870733,134,68.352838,success
241.298654,124,68.561195,success
236.646692,129,68.950636,success
248.12237,117,69.216261,success
238.001892,127,69.417912,success
-171.076864,137,69.632906,collision
-198.241698,72,69.745017,collision
-162.242234,121,70.108512,collision
235.925103,133,70.310082,success
238.727174,121,70.502386,success
247.272178,119,70.690212,success
-163.883613,131,71.064387,collision
246.881454,119,71.247561,success
240.617162,118,71.427483,success
242.012246,122,71.619237,success
243.086927,124,72.001774,success
238.450504,118,72.206023,success
-167.538212,125,72.407638,collision
243.030333,114,72.60367,success
242.892145,118,72.970085,success
244.771807,115,73.155485,success
241.966555,121,73.363034,success
249.243789,113,73.548652,success
242.358293,121,73.750366,success
240.034336,118,74.111489,success
246.807219,114,74.29503,success
244.558599,115,74.482578,success
-159.165345,126,74.686724,collision
244.865813,112,75.034841,success
-157.453672,118,75.228688,collision
-163.46547,121,75.420824,collision
245.480482,118,75.607704,success
242.853152,120,75.958646,success
241.563302,121,76.152483,success
245.325734,114,76.338008,success
242.403878,117,76.519392,success
-191.003524,80,76.65384,collision
-199.343171,71,76.768123,collision
-160.311074,122,77.136246,collision
-172.698611,127,77.347118,collision
242.743339,113,77.549135,success
-161.430382,123,77.74513,collision
241.602476,117,78.097976,success
245.021496,113,78.28038,success
245.668493,111,78.487621,success
249.50189,106,78.659138,success
249.166815,109,79.027123,success
-158.419563,123,79.224125,collision
-157.107489,115,79.4115,collision
-161.219519,111,79.602594,collision
-163.689238,125,79.808383,collision
245.661981,112,80.167124,success
246.997312,105,80.384554,success
242.824574,116,80.58962,success
-157.747871,114,80.774023,collision
250.411189,104,81.122256,success
-207.134613,57,81.220115,collision
244.023171,120,81.424949,success
-160.921415,116,81.612474,collision
244.921222,113,81.795355,success
250.919265,105,82.142572,success
-199.505271,60,82.241428,collision
252.733104,103,82.403571,success
247.562378,106,82.56954,success
249.845249,102,82.737478,success
251.523829,104,82.91055,success
248.860741,106,83.260781,success
-155.469228,110,83.436393,collision
250.198858,107,83.611699,success
245.186766,99,83.769327,success
247.309254,106,83.941408,success
253.269956,102,84.318669,success
257.58436,97,84.471401,success
249.776542,103,84.644138,success
250.51717,101,84.835855,success
253.181534,101,85.000993,success
250.984145,100,85.326596,success
250.634871,99,85.485817,success
254.214689,103,85.658586,success
253.347759,99,85.816363,success
248.623393,100,85.980237,success
249.412881,100,86.315233,success
254.053298,96,86.472933,success
247.201978,101,86.638697,success
253.605168,98,86.793611,success
251.83815,104,86.961275,success
246.944935,100,87.286679,success
250.947342,106,87.457449,success
252.626119,96,87.617313,success
-152.328955,104,87.784255,collision
253.845556,97,87.936892,success
249.420007,99,88.26045,success
255.809216,93,88.40679,success
252.662185,94,88.557323,success
253.324782,98,88.723442,success
256.421037,91,88.893335,success
252.154417,95,89.242615,success
258.559045,91,89.3866,success
252.026451,98,89.540341,success
250.978217,97,89.6989,success
256.311926,94,89.88267,success
253.572946,95,90.031008,success
256.450855,93,90.34725,success
258.950907,91,90.493953,success
257.125574,92,90.642242,success
255.071511,94,90.793543,success
254.774566,96,90.94706,success
253.291098,93,91.262385,success
252.698373,89,91.405173,success
253.973618,89,91.545926,success
253.518915,89,91.687952,success
256.190116,94,91.838645,success
252.559487,94,91.993522,success
254.179982,91,92.329994,success
258.079328,87,92.488155,success
255.739006,88,92.635109,success
258.255243,90,92.775949,success
259.820196,92,92.921273,success
252.495367,93,93.068088,success
257.078383,91,93.392139,success
253.125129,88,93.529093,success
259.304899,88,93.666841,success
261.592903,87,93.808504,success
254.053175,89,93.948752,success
257.522218,88,94.25259,success
256.012772,89,94.409486,success
254.087404,89,94.561746,success
252.71001,94,94.713138,success
253.871927,89,94.869268,success
256.405778,88,95.016948,success
256.087326,88,95.319028,success
257.046801,88,95.463147,success
257.110268,87,95.602347,success
255.253138,91,95.745986,success
256.907736,89,95.890478,success
257.33524,88,96.033018,success
257.529702,87,96.346643,success
255.784751,89,96.490339,success
256.346879,90,96.632314,success
253.954746,88,96.774996,success
254.673972,87,96.917629,success
257.784276,88,97.056239,success
258.361617,86,97.362243,success
256.042421,88,97.501652,success
258.627974,86,97.641025,success
256.755628,87,97.782823,success
260.007521,83,97.916904,success
255.810967,86,98.054013,success
259.135417,86,98.356563,success
259.002359,84,98.49095,success
258.421781,84,98.629249,success
256.076119,85,98.776679,success
255.359779,84,98.913581,success
261.780881,84,99.047204,success
254.669539,88,99.367143,success
258.458319,84,99.514635,success
258.305294,79,99.652974,success
258.344393,81,99.782705,success
257.864862,85,99.921017,success
258.643538,86,100.062758,success
261.367297,82,100.367625,success
257.134317,81,100.499116,success
257.089003,84,100.638257,success
257.034495,84,100.775126,success
261.05979,85,100.913633,success
257.597336,82,101.046394,success
259.455059,80,101.3455,success
256.798028,83,101.47702,success
256.826921,81,101.6057,success
262.013023,79,101.733458,success
258.4305,84,101.868625,success
257.849882,83,102.006666,success
261.070589,82,102.315744,success
256.827285,81,102.444648,success
259.219469,82,102.57429,success
257.1381,82,102.703754,success
261.127665,80,102.832439,success
257.507404,82,102.963254,success
260.102403,82,103.098012,success
257.564992,80,103.392834,success
261.10201,80,103.519855,success
254.615721,82,103.651607,success
259.202086,81,103.780077,success
260.982749,80,103.906925,success
262.395942,80,104.036617,success
260.820786,80,104.326569,success
258.410162,79,104.451051,success
263.768944,81,104.580469,success
262.212266,81,104.710091,success
258.530568,83,104.842683,success
259.316001,77,104.971043,success
263.431283,78,105.257621,success
260.683178,81,105.385721,success
260.633525,82,105.514866,success
261.575864,80,105.642677,success
258.384878,79,105.770057,success
260.92671,80,105.897267,success
262.466078,77,106.017993,success
261.08019,78,106.304094,success
261.906682,79,106.430584,success
259.541258,78,106.561784,success
262.93132,75,106.681063,success
261.024861,80,106.809355,success
261.903955,79,106.936366,success
264.029721,78,107.223012,success
259.6667,79,107.348473,success
261.645824,77,107.472603,success
258.816457,79,107.597146,success
261.31471,80,107.727386,success
259.520595,78,107.851163,success
261.479478,79,107.974216,success
261.048727,77,108.263329,success
258.295285,79,108.385679,success
264.367763,75,108.506875,success
261.110566,77,108.630438,success
264.884795,77,108.773229,success
262.703958,76,108.891022,success
264.538297,74,109.006516,success
265.627704,76,109.294895,success
266.328642,76,109.415068,success
-175.360247,52,109.498013,collision
261.92005,75,109.616996,success
262.072542,76,109.739105,success
263.291221,76,109.858825,success
260.398726,75,109.978158,success
-140.16893,82,110.275756,collision
262.106625,74,110.450822,success
261.564404,74,110.573651,success
264.777275,76,110.696068,success
264.489807,78,110.821385,success
264.024696,79,110.950915,success
263.340463,74,111.238998,success
264.063101,77,111.362461,success
262.47101,75,111.482271,success
263.798317,76,111.605481,success
258.810652,76,111.726061,success
259.566736,78,111.850276,success
260.063773,74,111.968894,success
267.06408,73,112.255256,success
262.188353,76,112.376052,success
263.964903,74,112.494346,success
264.11381,73,112.610152,success
261.437155,76,112.731527,success
262.326497,76,112.851275,success
260.409094,74,112.969985,success
259.882124,74,113.254808,success
263.951044,75,113.372446,success
264.742853,73,113.493231,success
260.117502,78,113.616137,success
262.063828,76,113.736875,success
259.644724,75,113.858496,success
263.777825,73,113.972995,success
263.118612,75,114.259547,success
260.543718,76,114.381032,success
264.088504,75,114.498926,success
263.245384,74,114.618053,success
265.202544,73,114.735749,success
264.688688,73,114.851446,success
261.086331,75,114.969904,success
265.199819,72,115.249523,success
264.167389,73,115.360902,success
263.008846,73,115.476576,success
263.472737,74,115.598018,success
262.109322,72,115.711284,success
263.900567,72,115.825656,success
265.990038,73,115.940045,success
262.866693,73,116.228385,success
261.973567,72,116.343976,success
264.698539,71,116.459401,success
262.191514,72,116.575853,success
266.921211,73,116.691879,success
266.699979,71,116.801464,success
264.008677,72,116.91442,success
263.362148,76,117.210317,success
262.289994,71,117.326288,success
261.451033,72,117.44236,success
267.027642,70,117.552743,success
263.426142,73,117.669738,success
266.44736,72,117.785754,success
264.172065,72,117.901137,success
262.643433,71,118.178489,success
263.281975,70,118.289748,success
265.008664,70,118.398434,success
265.676917,72,118.507261,success
262.959894,71,118.62476,success
263.428815,72,118.740353,success
265.403976,72,118.858067,success
262.958228,71,119.142402,success
262.820311,70,119.255506,success
263.625626,70,119.366163,success
263.372939,70,119.476812,success
266.922236,71,119.593356,success
265.103164,69,119.703558,success
266.286316,69,119.813182,success
262.394908,69,120.094671,success
262.768987,71,120.209531,success
261.893053,69,120.321337,success
263.982071,70,120.440246,success
266.365904,68,120.549054,success
265.998586,69,120.65651,success
264.398791,70,120.76699,success
263.631145,69,120.873169,success
263.06977,69,121.151765,success
265.211607,69,121.26037,success
265.120871,68,121.371991,success
264.482449,70,121.486142,success
264.000733,70,121.601229,success
264.435358,69,121.711802,success
262.578655,71,121.821674,success
266.241703,68,122.105786,success
264.991858,67,122.21158,success
267.258516,69,122.322747,success
265.982613,68,122.430408,success
267.10448,69,122.543329,success
268.319707,69,122.650702,success
266.26224,70,122.761649,success
263.755775,69,122.87194,success
265.883026,68,123.147606,success
265.91247,68,123.254582,success
268.026638,67,123.363212,success
267.921893,67,123.471583,success
263.624341,69,123.580242,success
265.814626,68,123.690036,success
268.6618,67,123.797314,success
266.765053,67,124.072901,success
268.178911,67,124.178891,success
270.382152,68,124.285942,success
263.88512,69,124.396334,success
263.874713,68,124.507982,success
266.23592,66,124.613132,success
267.385301,66,124.718718,success
267.377051,66,124.828413,success
267.941918,66,125.09908,success
267.301589,67,125.20953,success
267.747631,68,125.321484,success
266.523946,67,125.427046,success
272.173419,67,125.536659,success
265.177561,64,125.638703,success
264.309128,67,125.749111,success
269.217371,67,126.024932,success
264.634974,66,126.129023,success
269.233194,66,126.236559,success
266.660748,67,126.350743,success
267.964917,66,126.457783,success
268.167526,66,126.566554,success
268.633087,64,126.667474,success
268.163369,67,126.772784,success
267.170373,66,127.047196,success
265.654177,66,127.151445,success
267.27862,63,127.25209,success
264.489803,65,127.358997,success
266.8072,65,127.464343,success
266.680727,64,127.561481,success
266.875188,64,127.667597,success
265.608987,65,127.771235,success
264.411554,65,128.042503,success
269.689797,66,128.147379,success
268.543251,66,128.255391,success
267.10243,65,128.360209,success
267.355939,67,128.466095,success
269.205662,66,128.574748,success
268.314211,64,128.674335,success
269.262253,63,128.772941,success
269.076394,64,129.040379,success
264.400033,64,129.140116,success
269.426164,63,129.239303,success
268.917356,63,129.340928,success
268.492471,63,129.438717,success
271.547194,65,129.5409,success
271.164523,63,129.643489,success
267.197054,62,129.74339,success
266.012916,64,130.011481,success
273.016692,62,130.111754,success
265.489306,63,130.21106,success
269.319468,63,130.312384,success
267.407621,64,130.417153,success
268.955893,63,130.518629,success
269.491849,65,130.622265,success
267.560828,63,130.724322,success
267.861483,65,130.992126,success
268.701493,64,131.094578,success
267.278592,63,131.196731,success
264.3064,65,131.302701,success
270.796249,64,131.40741,success
268.309929,63,131.512585,success
270.062484,62,131.613444,success
268.469591,63,131.715557,success
267.038329,65,131.989163,success
270.666359,62,132.091444,success
267.794442,62,132.190379,success
270.535469,61,132.287962,success
270.833561,63,132.388481,success
269.711555,62,132.483838,success
270.911225,64,132.58293,success
269.378597,64,132.689487,success
265.98901,63,132.955568,success
270.11379,61,133.055013,success
267.387207,62,133.155677,success
271.059021,62,133.251532,success
269.905783,62,133.350083,success
268.45648,61,133.448209,success
269.237023,62,133.546979,success
270.463619,61,133.643263,success
269.494577,62,133.738817,success
271.337602,61,134.000359,success
270.082095,63,134.101364,success
267.239964,61,134.200315,success
270.426178,63,134.301383,success
268.965329,61,134.398728,success
271.26078,63,134.499356,success
268.520298,62,134.600478,success
269.813921,62,134.701265,success
270.945912,60,134.96427,success
268.941738,61,135.059164,success
270.595948,62,135.159288,success
271.658174,62,135.25755,success
271.000076,62,135.358716,success
270.650448,62,135.479749,success
270.020608,62,135.579485,success
270.509143,62,135.68155,success
270.220683,63,135.943657,success
272.352609,60,136.040101,success
270.184373,61,136.136793,success
270.117407,61,136.230091,success
272.556725,60,136.326396,success
271.535051,61,136.420149,success
271.512361,61,136.516932,success
268.881492,62,136.616814,success
270.249555,61,136.717,success
271.395495,61,136.984125,success
270.406386,61,137.08185,success
273.240769,62,137.182003,success
269.680896,62,137.283118,success
268.769841,61,137.381684,success
271.649639,61,137.480636,success
271.473712,60,137.579035,success
271.1779,62,137.680985,success
269.66347,60,137.937995,success
271.506517,60,138.033204,success
274.633697,60,138.128659,success
269.906,61,138.225944,success
271.666331,60,138.321603,success
273.381739,62,138.419817,success
270.537819,60,138.514038,success
271.745836,61,138.614257,success
272.551209,61,138.878114,success
271.292253,61,138.974938,success
272.836213,60,139.074121,success
272.145747,60,139.170331,success
274.434718,60,139.265928,success
270.810323,60,139.36362,success
272.536125,60,139.461081,success
274.169026,60,139.560958,success
273.012628,59,139.651213,success
270.852007,60,139.91364,success
272.725124,60,140.006483,success
270.21089,60,140.102158,success
271.812453,59,140.200096,success
273.619294,59,140.309276,success
272.667364,60,140.457624,success
269.112206,60,140.558671,success
272.36507,61,140.656983,success
272.040591,61,140.923807,success
274.516359,60,141.022009,success
274.246909,59,141.118927,success
273.467166,60,141.215478,success
271.771851,58,141.311834,success
272.56854,60,141.409592,success
272.680182,60,141.50621,success
274.197504,59,141.604038,success
272.708723,60,141.70116,success
273.434679,59,141.959183,success
272.525977,60,142.055546,success
274.081119,59,142.148387,success
274.915613,59,142.243958,success
274.579336,58,142.338675,success
274.848062,60,142.436247,success
272.860941,60,142.531857,success
271.854546,59,142.626547,success
272.710488,59,142.724319,success
272.486578,59,142.988792,success
275.80266,59,143.082408,success
274.075504,58,143.179936,success
276.032207,59,143.275297,success
274.289915,59,143.370229,success
273.494799,59,143.464372,success
274.513302,59,143.558915,success
274.377366,59,143.653802,success
274.217226,58,143.916286,success
274.864932,58,144.009207,success
276.810696,59,144.104965,success
276.145985,58,144.197001,success
275.672724,59,144.291742,success
275.614618,58,144.38533,success
275.670967,58,144.476097,success
276.247393,59,144.571182,success
276.58386,58,144.664053,success
275.733044,59,144.923406,success
276.887858,57,145.016192,success
275.801962,57,145.106495,success
274.681879,59,145.200113,success
277.896907,58,145.290532,success
274.630196,58,145.386742,success
275.294921,58,145.480353,success
277.556993,58,145.574086,success
276.345031,58,145.665913,success
277.506539,57,145.921209,success
278.568128,57,146.013746,success
276.20824,57,146.102301,success
278.994141,57,146.190919,success
276.515679,57,146.2798,success
275.864558,58,146.369842,success
277.295955,58,146.464764,success
276.283235,58,146.561472,success
277.415667,58,146.655541,success
275.680054,57,146.915702,success
278.006819,57,147.008231,success
278.747149,58,147.10193,success
277.67809,57,147.192867,success
277.767668,58,147.286347,success
277.925221,57,147.375793,success
277.977938,57,147.465738,success
276.64597,57,147.557606,success
278.057425,57,147.648686,success
280.006397,57,147.909847,success
278.600398,57,147.999858,success
277.736672,57,148.095163,success
276.882764,57,148.18657,success
279.277116,57,148.27695,success
278.472627,55,148.369413,success
278.71392,57,148.46154,success
278.275897,57,148.552332,success
279.276044,57,148.647747,success
277.89817,56,148.905558,success
280.29451,57,148.998559,success
279.982989,57,149.092217,success
277.956526,56,149.182209,success
279.828999,56,149.269472,success
280.301391,57,149.364737,success
278.288708,56,149.454355,success
278.135028,56,149.540443,success
279.800634,56,149.636064,success
280.202596,57,149.913651,success
280.503556,56,150.006852,success
279.510853,56,150.097799,success
280.839235,56,150.187678,success
279.316459,56,150.280594,success
281.886872,56,150.375119,success
277.524285,56,150.472332,success
279.392491,55,150.565209,success
279.798405,56,150.657511,success
278.742686,56,150.92052,success
281.422852,56,151.016016,success
279.725843,56,151.105664,success
278.983952,55,151.200287,success
280.929111,56,151.291362,success
278.684541,55,151.380832,success
279.087023,56,151.472368,success
278.363474,55,151.565739,success
279.66938,55,151.654657,success
281.485456,56,151.919781,success
280.111168,56,152.012514,success
279.402565,55,152.105853,success
281.854694,56,152.196339,success
280.37679,55,152.288757,success
281.748087,56,152.3761,success
279.020416,55,152.469994,success
279.912884,56,152.564025,success
280.698081,55,152.654468,success
279.592295,55,152.744337,success
279.690844,55,153.004951,success
279.303794,55,153.097119,success
279.963823,55,153.190218,success
280.124044,55,153.284224,success
281.281724,56,153.376638,success
282.065821,56,153.465404,success
278.948243,55,153.555388,success
280.00377,55,153.645926,success
280.842566,55,153.736226,success
279.327536,55,153.991551,success
281.086008,55,154.081431,success
280.85114,56,154.16976,success
280.724576,55,154.256808,success
279.938253,56,154.347582,success
279.549171,55,154.437799,success
280.76542,55,154.528268,success
280.400724,55,154.617562,success
282.871444,55,154.705144,success
280.455244,55,154.965264,success
281.146412,55,155.05014,success
281.139307,55,155.136826,success
281.683691,55,155.225614,success
281.716903,55,155.312022,success
279.441005,55,155.400231,success
281.079171,55,155.488325,success
279.151366,54,155.600001,success
278.781068,55,155.68788,success
278.432985,55,155.775325,success
282.032502,55,156.03061,success
281.743431,55,156.116704,success
282.193924,55,156.203125,success
280.449994,55,156.292406,success
281.953639,55,156.380628,success
281.903127,55,156.47225,success
282.372246,55,156.56397,success
282.25003,55,156.652834,success
281.547979,55,156.741297,success
282.306266,55,156.995493,success
281.166282,55,157.083649,success
282.579884,55,157.173601,success
281.926814,55,157.263522,success
281.655839,55,157.345343,success
282.719383,55,157.433984,success
280.912006,54,157.522191,success
282.302954,55,157.608709,success
283.552533,55,157.697588,success
280.793734,55,157.957026,success
282.098204,54,158.041244,success
282.058924,55,158.128493,success
280.292687,54,158.215243,success
281.53962,55,158.300119,success
282.968808,55,158.387708,success
281.108384,54,158.475026,success
283.360205,55,158.564865,success
282.920207,55,158.654525,success
280.309325,54,158.741501,success
282.773464,55,158.99941,success
282.375117,55,159.086376,success
283.84226,55,159.177553,success
281.342321,54,159.262196,success
280.864998,54,159.350379,success
281.009402,54,159.436892,success
280.290376,54,159.523654,success
281.994122,54,159.608874,success
282.610909,55,159.699075,success
281.817778,54,159.954157,success
280.802247,54,160.041958,success
283.423011,55,160.130455,success
284.427095,55,160.220191,success
281.982355,54,160.306172,success
281.455613,55,160.395954,success
281.292596,54,160.483608,success
282.113727,54,160.571243,success
282.489942,54,160.657397,success
282.551491,54,160.918384,success
283.500537,54,161.004384,success
282.837682,54,161.091085,success
282.515195,54,161.177542,success
280.520389,54,161.265428,success
282.269305,54,161.352107,success
281.9198,54,161.438885,success
281.388259,54,161.525242,success
282.162514,54,161.607933,success
282.283864,54,161.690561,success
283.570595,54,161.944086,success
281.560983,54,162.029149,success
281.94914,54,162.116611,success
281.746197,53,162.199394,success
283.208321,54,162.284699,success
283.848363,54,162.371438,success
283.630006,54,162.460008,success
282.02439,54,162.545326,success
283.095659,54,162.633425,success
282.037709,54,162.887779,success
282.841196,53,162.977665,success
281.2894,53,163.063283,success
281.689074,53,163.14737,success
282.42041,54,163.233233,success
282.925863,54,163.330078,success
281.138911,53,163.426855,success
281.317346,53,163.519896,success
282.63032,54,163.62425,success
282.343233,53,163.718645,success
282.653073,54,163.994388,success
283.875505,54,164.103619,success
281.871809,53,164.190011,success
282.096235,53,164.281621,success
282.928963,54,164.369078,success
281.553174,53,164.456432,success
281.963304,53,164.544495,success
283.302642,54,164.63345,success
283.201823,54,164.719725,success
281.309188,53,164.80662,success
281.22735,53,165.071403,success
282.456495,53,165.216351,success
282.906247,53,165.315539,success
283.185814,53,165.40451,success
282.114963,53,165.488962,success
281.205855,53,165.580075,success
281.260604,53,165.670157,success
282.592027,53,165.783992,success
282.422367,53,165.907958,success
282.180184,53,166.178808,success
281.558635,53,166.268983,success
283.004984,53,166.359926,success
282.787416,53,166.454166,success
283.606563,53,166.542027,success
281.792371,53,166.629747,success
282.772669,53,166.737759,success
282.644261,53,166.868511,success
282.887188,53,166.994005,success
284.288534,54,167.10151,success
283.008937,53,167.420576,success
283.176609,53,167.52809,success
